"State","County","Veteran_Population","Total_Expenditure","Compensation_Pensions","Construction","Edu_Voc_Rehab_Emp","Loan_Guaranty","General_Operating_Expenses","Insurance_Indemnities","Medical_Care","Unique_Patients"
"IOWA","WEBSTER","3162.72","10536.06","4215.18","0","197.81",,"0","385.17","5737.9","1371.35"
"IOWA","WINNEBAGO","1062.36","2676.59","1486.81","0","47.38",,"0","52.67","1089.73","311.08"
"IOWA","WINNESHIEK","1445.13","3494.19","1770.43","0","49.92",,"0","163.13","1510.72","349.09"
"IOWA","WOODBURY","7880.35","19405.96","9104.7","0","522.73",,"0","425.89","9352.65","2328.59"
"IOWA","WORTH","828.85","2228.49","976.74","0","57.18",,"0","107.1","1087.47","246.06"
"IOWA","WRIGHT","1070.84","2668.88","1326.88","0","20.4",,"0","150.19","1171.4","421.11"
"KANSAS","ALLEN","1182.39","3210.01","1633.38","0","44.05",,"0","19.29","1513.29","303.09"
"KANSAS","ANDERSON","579.52","2140.98","864.91","0","55.75",,"0","191.7","1028.62","206.06"
"KANSAS","ATCHISON","1378.78","3680.92","1465.34","0","71.65",,"0","55.41","2088.51","368.11"
"KANSAS","BARBER","400.41","1243.86","564.99","0","15.15",,"0","65.06","598.66","129.03"
"KANSAS","BARTON","2301.74","4426.74","2421.15","0","98.67",,"0","95.5","1811.42","722.18"
"KANSAS","BOURBON","1508.59","3723.56","1792.54","0","62.84",,"0","114.82","1753.37","457.14"
"KANSAS","BROWN","1054.6","2616.96","1236.21","0","45.25",,"0","157.06","1178.43","253.08"
"KANSAS","BUTLER","5764.39","17194.41","7808.67","0","443.21",,"0","326.38","8616.14","1257.32"
"KANSAS","CHASE","316.79","702.52","397.22","0","2.93",,"0","14.53","287.85","73.02"
"KANSAS","CHAUTAUQUA","410.52","1181.29","616.84","0","21.57",,"0","5.47","537.41","91.02"
"KANSAS","CHEROKEE","1793.61","5073.96","3002.17","0","94.58",,"0","60.76","1916.45","449.14"
"KANSAS","CHEYENNE","287.27","587.88","307.26","0","3.35",,"0","22.84","254.43","96.02"
"KANSAS","CLARK","247.77","599.92","245.41","0","8.12",,"0","123.63","222.75","66.02"
"KANSAS","CLAY","982.06","3760.02","2052.56","0","86.09",,"0","27.91","1593.45","308.08"
"KANSAS","CLOUD","1014.49","2060.82","1064.39","0","49.93",,"0","84.61","861.89","250.06"
"KANSAS","COFFEY","882.58","2085.97","927.33","0","59.66",,"0","52.66","1046.32","192.06"
"KANSAS","COMANCHE","216.88","401.64","164.42","0","0",,"0","59.41","177.82","59.01"
"KANSAS","COWLEY","2897.45","10220.52","4308.74","0","251.83",,"0","148.5","5511.45","770.2"
"KANSAS","CRAWFORD","3233.51","7639.95","4400.77","0","510.04",,"0","275.49","2453.65","657.2"
"KANSAS","DECATUR","319.3","766.39","346.96","0","4.7",,"0","65.83","348.9","111.03"
"KANSAS","DICKINSON","2407.37","7796.62","4110.33","0","283.4",,"0","52.03","3350.86","620.16"
"KANSAS","DONIPHAN","660.89","1753.26","731.74","0","58.57",,"0","31.42","931.52","185.06"
"KANSAS","DOUGLAS","6491.18","17689","8035.7","0","2126.34",,"0","569.52","6957.44","1377.38"
"KANSAS","EDWARDS","290.78","540.85","260.88","0","31.32",,"0","14.34","234.32","97.02"
"KANSAS","ELK","283.65","1157.27","591.17","0","12.71",,"0","6.19","547.21","83.02"
"KANSAS","ELLIS","2101.17","3757.76","1886.9","0","240.88",,"0","141.26","1488.72","730.18"
"KANSAS","ELLSWORTH","600.42","1486.73","866.39","0","23.01",,"0","38.86","558.47","181.05"
"KANSAS","FINNEY","1869.37","2438.73","1559.92","0","104.49",,"0","116.32","658","297.08"
"KANSAS","FORD","1586.17","4664.32","2430.68","0","62.44",,"0","153.72","2017.49","561.14"
"KANSAS","FRANKLIN","2280.48","5457.63","2386.69","0","122.85",,"0","135.43","2812.66","528.16"
"KANSAS","GEARY","3736.78","25335.5","15797.81","0","1605.12",,"0","237.77","7694.81","1380.36"
"KANSAS","GOVE","256.96","431.71","218.94","0","6.79",,"0","25.97","180.01","112.03"
"KANSAS","GRAHAM","256.42","590.28","424.88","0","24.5",,"0","15","125.9","77.02"
"KANSAS","GRANT","365.63","389.47","194.61","0","22.12",,"0","34.31","138.43","50.01"
"KANSAS","GRAY","258.69","1174.85","97.63","0","1.52",,"0","35.36","1040.34","182.05"
"KANSAS","GREELEY","92.37","98.98","79.45","0","0.68",,"0","0.7","18.14","13"
"KANSAS","GREENWOOD","783.75","2353.97","1101.07","0","1.59",,"0","9.24","1242.07","213.05"
"KANSAS","HAMILTON","207.13","353.22","238.21","0","8.09",,"0","1.43","105.49","50.01"
"KANSAS","HARPER","482.71","1402.3","519.25","0","27.31",,"0","51.69","804.04","129.03"
"KANSAS","HARVEY","2709.49","6621.76","2781.65","0","106.65",,"0","413.97","3319.49","517.13"
"KANSAS","HASKELL","162.45","237.13","134.5","0","9.31",,"0","6.01","87.3","34.01"
"KANSAS","HODGEMAN","157.55","484.16","306.58","0","1.07",,"0","9.21","167.3","68.02"
"KANSAS","JACKSON","1338.42","5527.94","2651.54","0","132.04",,"0","66.22","2678.15","427.13"
"KANSAS","JEFFERSON","1980.97","7301.25","2726.98","0","69.95",,"0","63.23","4441.09","526.16"
"KANSAS","JEWELL","395.98","1359.96","622.59","0","1.07",,"0","17.63","718.66","114.03"
"KANSAS","JOHNSON","38928.98","68875.08","33809.8","0","4041.96",,"0","3847.31","27176.01","6018.52"
"KANSAS","KEARNY","286.95","342.6","241.06","0","13.89",,"0","6.65","81","36.01"
"KANSAS","KINGMAN","792.39","1707.24","734.25","0","57.17",,"0","43.6","872.22","188.05"
"KANSAS","KIOWA","284.43","405.25","214.63","0","7.19",,"0","38.96","144.48","57.01"
"KANSAS","LABETTE","1984.33","4723.44","2668.52","0","147.93",,"0","59.35","1847.64","535.16"
"KANSAS","LANE","197.37","332.3","193.79","0","0",,"0","23.12","115.4","63.02"
"KANSAS","LEAVENWORTH","9124.48","65753.21","22354.85","138.55","1406.7",,"10719.12","387.38","30746.61","3889.17"
"KANSAS","LINCOLN","343.9","548.58","244.66","0","0.76",,"0","13.04","290.13","108.03"
"KANSAS","LINN","964.38","3733.23","1498.3","0","86.29",,"0","32.44","2116.21","310.09"
"KANSAS","LOGAN","285.83","509.01","320.54","0","1.93",,"0","20.63","165.91","102.03"
"KANSAS","LYON","2454.08","7611.57","3593.41","0","269.21",,"0","70.71","3678.25","673.17"
"KANSAS","MC PHERSON","2444.49","4737.92","2064.57","0","125.83",,"0","313.09","2234.43","488.12"
"KANSAS","MARION","883.55","2764.77","1174.63","0","45.7",,"0","35.18","1509.26","209.05"
"KANSAS","MARSHALL","1176.53","3301.07","1611.13","0","27.8",,"0","59.91","1602.23","358.09"
"KANSAS","MEADE","310.35","453.56","236.8","0","4.74",,"0","1.78","210.24","87.02"
"KANSAS","MIAMI","2437.8","6004.66","3013.66","0","135.32",,"0","249.87","2605.81","663.2"
"KANSAS","MITCHELL","537.38","992.56","529.2","0","33.26",,"0","32.97","397.13","150.04"
"KANSAS","MONTGOMERY","3498.9","8508.05","4905.96","0","140.44",,"0","219.02","3242.62","806.2"
"KANSAS","MORRIS","621.05","2677.83","1462.61","0","73.83",,"0","36.24","1105.15","210.05"
"KANSAS","MORTON","187.55","365.05","175.5","0","6.02",,"0","64.91","118.62","40.01"
"KANSAS","NEMAHA","972.13","2749.77","1206.28","0","15.58",,"0","34","1493.91","269.07"
"KANSAS","NEOSHO","1291.98","3513.73","1787.45","0","60.67",,"0","136.01","1529.6","409.12"
"KANSAS","NESS","340.08","396.57","149.17","0","0.33",,"0","31.48","215.58","107.03"
"KANSAS","NORTON","605.54","796.77","467.7","0","8.94",,"0","25.43","294.7","157.04"
"KANSAS","OSAGE","1857.13","7578.27","3098.43","0","150.98",,"0","43.81","4285.05","603.18"
"KANSAS","OSBORNE","412.92","684.32","334.22","0","10.47",,"0","29.81","309.82","120.03"
"KANSAS","OTTAWA","579.7","1582.95","736.47","0","10.67",,"0","117.25","718.55","159.04"
"KANSAS","PAWNEE","588.98","1963.45","1085.34","0","9.45",,"0","15.47","853.19","191.05"
"KANSAS","PHILLIPS","609.67","1406.26","730.75","0","8.33",,"0","56.39","610.79","213.05"
"KANSAS","POTTAWATOMIE","1806.73","5376.42","2794.92","0","281.22",,"0","84.07","2216.22","455.14"
"KANSAS","PRATT","733.57","1748.43","706.68","0","27.84",,"0","62.12","951.79","159.04"
"KANSAS","RAWLINS","313.93","614.88","194.52","0","13.58",,"0","10.53","396.25","92.02"
"KANSAS","RENO","5716.27","14615.29","6175.39","0","345.56",,"0","286.2","7808.14","1376.35"
"KANSAS","REPUBLIC","566.4","1295.49","778.36","0","18.02",,"0","58.73","440.39","142.04"
"KANSAS","RICE","821.08","2474.19","1171.61","0","40.58",,"0","96.88","1165.12","209.05"
"KANSAS","RILEY","5150.9","16180.56","9791.41","0","2169.1",,"0","355.6","3864.45","993.3"
"KANSAS","ROOKS","477.79","1444.41","649.56","0","0",,"0","62.09","732.77","186.05"
"KANSAS","RUSH","452.51","709.4","371.44","0","9.13",,"0","3.13","325.71","147.04"
"KANSAS","RUSSELL","655.5","1860.76","897.44","0","14.07",,"0","69.48","879.77","275.07"
"KANSAS","SALINE","5097.65","13336.62","6636.07","0","395.71",,"0","436.61","5868.24","1445.37"
"KANSAS","SCOTT","395.09","508.18","231.54","0","1.53",,"0","65.39","209.74","87.02"
"KANSAS","SEDGWICK","39459.68","139581.48","53427.62","69","7747.4",,"7464.31","2347.84","68525.31","9686.45"
"KANSAS","SEWARD","1161.25","1722.47","967.64","0","29.82",,"0","58.06","666.95","220.06"
"KANSAS","SHAWNEE","16986.63","113137.9","39230.74","0","1663.15",,"2948.37","1099.86","68195.78","6990.11"
"KANSAS","SHERIDAN","255.1","393.34","182.74","0","3.28",,"0","45.56","161.77","64.02"
"KANSAS","SHERMAN","642.35","1493.03","569.23","0","39.99",,"0","33.18","850.62","133.03"
"KANSAS","SMITH","417.68","1173.08","564.06","0","26.46",,"0","11.51","571.06","156.04"
"KANSAS","STAFFORD","349.34","1182.82","641.21","0","6.71",,"0","62.91","471.98","99.03"
"KANSAS","STANTON","122.21","65.85","33.42","0","0.82",,"0","7.27","24.35","17"
"KANSAS","STEVENS","354.68","382.92","176.98","0","13.12",,"0","8.65","184.18","65.02"
"KANSAS","SUMNER","2249.51","6038.89","2826.15","0","131.35",,"0","134.16","2947.25","453.11"
"KANSAS","THOMAS","465.38","911.86","527.26","0","46.51",,"0","29.86","308.23","161.04"
"KANSAS","TREGO","329.9","798.68","487.48","0","5.96",,"0","51.59","253.64","105.03"
"KANSAS","WABAUNSEE","684.61","3192.79","1529.78","0","102.21",,"0","57.37","1503.42","230.06"
"KANSAS","WALLACE","149.52","229.96","153.29","0","0",,"0","0.8","75.88","32.01"
"KANSAS","WASHINGTON","560.37","1656.01","1014.63","0","32.9",,"0","43.9","564.59","161.04"
"KANSAS","WICHITA","171.56","219.92","99.94","0","0.01",,"0","31.78","88.19","31.01"
"KANSAS","WILSON","1102.11","3005.55","1596.14","0","61.42",,"0","28.94","1319.05","232.07"
"KANSAS","WOODSON","405.14","1076.45","593.31","0","0.52",,"0","24.45","458.17","123.04"
"KANSAS","WYANDOTTE","11281.02","44510.63","16342.83","0","828.38",,"0","483.02","26856.4","3104.79"
"KENTUCKY","ADAIR","1073.46","4826.77","2916.19","0","52.49","0","0","15.79","1842.29","338.09"
"KENTUCKY","ALLEN","1482.17","5240.66","2968.92","0","50.84","0","0","27.07","2193.84","309.08"
"KENTUCKY","ANDERSON","1591.6","6515.9","3250.57","0","130.78","0","0","22.98","3111.56","460.12"
"KENTUCKY","BALLARD","899.61","2712.87","1561.46","0","51.19","0","0","19.12","1081.09","267.07"
"KENTUCKY","BARREN","3234.55","9205.72","5753.76","0","212.25","0","0","105.06","3134.65","679.22"
"KENTUCKY","BATH","882.46","4267.78","2091.45","0","25.27","0","0","14.44","2136.62","318.08"
"KENTUCKY","BELL","2360.16","8996.68","6039.76","0","157.45","0","0","112.21","2687.26","516.13"
"KENTUCKY","BOONE","8672.69","23071.34","10888.55","0","889.31","0","0","244.12","11049.36","1707.43"
"KENTUCKY","BOURBON","1667.52","5750.77","2621.32","0","96.89","0","0","22.6","3009.96","445.11"
"KENTUCKY","BOYD","4815.9","20962.86","10634.86","0","323.78","0","0","276.31","9727.9","1496.38"
"KENTUCKY","BOYLE","2977.79","8371.31","4103.21","0","137.09","0","0","151.05","3979.96","640.16"
"KENTUCKY","BRACKEN","721.04","2600.69","1106.03","0","65.83","0","0","16.69","1412.14","155.04"
"KENTUCKY","BREATHITT","1044.72","6077.74","4121.91","0","63.47","0","0","7.14","1885.21","320.08"
"KENTUCKY","BRECKINRIDGE","1600.48","7486.61","4881.94","0","166.31","0","0","43.4","2394.95","449.14"
"KENTUCKY","BULLITT","6307.45","18286.06","8767.02","0","712.64","0","0","74.73","8731.68","1403.44"
"KENTUCKY","BUTLER","963.04","3415.4","1981.16","0","52.75","0","0","69.97","1311.52","236.06"
"KENTUCKY","CALDWELL","1235.13","4276.6","2400.08","0","105.7","0","0","44.83","1725.99","355.09"
"KENTUCKY","CALLOWAY","2810.15","10352.48","6342.89","0","414.96","0","0","174.84","3419.8","714.18"
"KENTUCKY","CAMPBELL","6740.86","24616.73","8664.36","0","475.34","0","0","498.34","14978.69","1804.46"
"KENTUCKY","CARLISLE","421.14","1530.79","936.88","0","38.69","0","0","1.28","553.94","147.04"
"KENTUCKY","CARROLL","1229.33","3306.63","1243.96","0","37.83","0","0","8.36","2016.48","241.06"
"KENTUCKY","CARTER","1778.59","11095.47","5925.32","0","160.56","0","0","165.54","4844.05","768.19"
"KENTUCKY","CASEY","1264.86","6761.29","3720.8","0","49.35","0","0","15.05","2976.09","419.11"
"KENTUCKY","CHRISTIAN","6493.63","33175.35","20213.65","0","2726.69","0","0","188.27","10046.74","1744.44"
"KENTUCKY","CLARK","3075.41","14307.92","6310.91","0","272.36","0","0","71.01","7653.63","883.22"
"KENTUCKY","CLAY","1441.95","6499.62","4125.1","0","68.59","0","0","5.05","2300.88","364.09"
"KENTUCKY","CLINTON","819.94","2709.58","1733.66","0","18.18","0","0","6.5","951.25","219.06"
"KENTUCKY","CRITTENDEN","843.08","3496.24","2194.66","0","18.58","0","0","26.85","1256.15","229.06"
"KENTUCKY","CUMBERLAND","588.55","1943.62","1355.32","0","41.41","0","0","14.57","532.32","128.03"
"KENTUCKY","DAVIESS","9517.72","21137.02","12625.55","0","699.93","0","0","280.34","7531.2","1884.6"
"KENTUCKY","EDMONSON","1003.19","3547.09","2032.36","0","49.36","0","0","26.33","1439.04","252.08"
"KENTUCKY","ELLIOTT","280.02","1937.43","782.67","0","18.39","0","0","2.83","1133.53","107.03"
"KENTUCKY","ESTILL","969.46","5598.75","2742.66","0","59.08","0","0","15.3","2781.72","339.09"
"KENTUCKY","FAYETTE","20345.53","97294.52","33275.72","86.21","2843.83","0","5392.9","1721.7","53974.16","7186.82"
"KENTUCKY","FLEMING","1119.64","5554.83","2687.19","0","101.69","0","0","7.43","2758.52","376.1"
"KENTUCKY","FLOYD","2420.48","14655.33","8936.33","0","280.41","0","0","55.69","5382.9","1004.25"
"KENTUCKY","FRANKLIN","4308.75","15638.01","7783.99","0","266.22","0","0","255.65","7332.16","927.23"
"KENTUCKY","FULTON","600.99","2552.54","1156.03","0","47.4","0","0","7.32","1341.78","219.06"
"KENTUCKY","GALLATIN","753.91","1641.59","581.05","0","6.16","0","0","4.8","1049.58","157.04"
"KENTUCKY","GARRARD","1292.8","6937.6","3421.42","0","79.75","0","0","35.78","3400.64","457.12"
"KENTUCKY","GRANT","2318.4","6620.52","3152.6","0","97.19","0","0","44.07","3326.66","442.11"
"KENTUCKY","GRAVES","3131.47","10237.95","5778.72","0","195.47","0","0","50.05","4213.71","961.24"
"KENTUCKY","GRAYSON","1999.2","7607.25","4327.71","0","94.84","0","0","133.48","3051.22","575.18"
"KENTUCKY","GREEN","1049.72","3464.3","1793.36","0","33.35","0","0","5.68","1631.91","258.08"
"KENTUCKY","GREENUP","3604.7","16106.02","8985.61","0","174.77","0","0","113.22","6832.43","1035.26"
"KENTUCKY","HANCOCK","693.35","2376.35","1147.21","0","10.75","0","0","5.04","1213.35","147.05"
"KENTUCKY","HARDIN","14115.83","77428.37","57218.72","0","3839.82","0","0","395.63","15974.2","3733.18"
"KENTUCKY","HARLAN","2041.16","14318.59","9686.25","0","178.89","0","0","96.15","4357.29","759.19"
"KENTUCKY","HARRISON","1481.31","6613.16","3329.18","0","87.93","0","0","44.22","3151.82","442.11"
"KENTUCKY","HART","1292.27","5332.91","3064.71","0","58.21","0","0","2.89","2207.09","323.1"
"KENTUCKY","HENDERSON","3810.78","9647.99","5385.09","0","236.26","0","0","82.66","3943.99","1050.27"
"KENTUCKY","HENRY","1450.72","4254.57","1707.93","0","73.37","0","0","20","2453.26","309.08"
"KENTUCKY","HICKMAN","477.44","2116.99","1017.01","0","13.83","0","0","9.98","1076.18","143.04"
"KENTUCKY","HOPKINS","3943.26","13346.43","7952.55","0","359.95","0","0","191.12","4842.81","1103.28"
"KENTUCKY","JACKSON","542.53","4661.06","2652.44","0","55.17","0","0","0.47","1952.99","247.06"
"KENTUCKY","JEFFERSON","58733.62","240563.25","92007.95","176.93","14768.31","0","18010.07","3275.43","112324.56","17769.52"
"KENTUCKY","JESSAMINE","3097.53","20475.4","8008.73","477.37","271.68","0","730.71","263.23","10723.67","1231.31"
"KENTUCKY","JOHNSON","1747.38","11966.66","7501.58","0","201.85","0","0","45.49","4217.74","725.18"
"KENTUCKY","KENTON","12586.98","34713.05","14011.17","0","1030.74","0","0","690.06","18981.08","2720.69"
"KENTUCKY","KNOTT","818.83","6290.05","4323.72","0","111.5","0","0","9.88","1844.95","325.08"
"KENTUCKY","KNOX","2203.61","10049.14","6119.96","0","141.32","0","0","46.22","3741.64","654.17"
"KENTUCKY","LARUE","1316.64","4202.35","2448.86","0","73.46","0","0","69.51","1610.52","277.09"
"KENTUCKY","LAUREL","3902.24","24558.39","13625.6","0","400.95","0","0","69.1","10462.74","1411.36"
"KENTUCKY","LAWRENCE","1206.47","7330.82","3822.45","0","98.77","0","0","6.19","3403.41","504.13"
"KENTUCKY","LEE","493.93","3734.13","1939.27","0","9.01","0","0","19.47","1766.38","195.05"
"KENTUCKY","LESLIE","497.15","2898.72","2051.29","0","26.67","0","0","10.88","809.87","208.05"
"KENTUCKY","LETCHER","1294.73","7018.53","4648.14","0","117.81","0","0","55.84","2196.73","462.12"
"KENTUCKY","LEWIS","812.62","4270.02","2365.83","0","45.32","0","0","5.85","1853.02","291.07"
"KENTUCKY","LINCOLN","1753.13","9395.22","4064.18","0","85.26","0","0","46.78","5199","647.16"
"KENTUCKY","LIVINGSTON","1039.94","3115.98","1793.76","0","52.08","0","0","8.6","1261.54","284.07"
"KENTUCKY","LOGAN","2230.75","6698.98","3620.04","0","146.32","0","0","120.2","2812.43","522.13"
"KENTUCKY","LYON","878.61","3593.09","2148.52","0","72.53","0","0","62.12","1309.93","262.07"
"KENTUCKY","MC CRACKEN","6066.13","22405.55","11277.97","0","477.6","0","0","336.12","10313.86","2031.51"
"KENTUCKY","MC CREARY","1154.38","9244.43","5196.24","0","169.43","0","0","18.16","3860.59","575.15"
"KENTUCKY","MC LEAN","955.25","1985.11","1285.67","0","37.4","0","0","1.3","660.74","185.05"
"KENTUCKY","MADISON","5059.08","26133.33","12438.45","0","925.39","0","0","244.03","12525.46","1738.44"
"KENTUCKY","MAGOFFIN","437.17","4496.92","2831.48","0","15.45","0","0","6.97","1643.02","274.07"
"KENTUCKY","MARION","1250.22","4179.87","2115.15","0","99.29","0","314.73","46.9","1603.79","304.1"
"KENTUCKY","MARSHALL","3331.42","10703.07","6066.25","0","159.08","0","0","165.88","4311.86","1078.27"
"KENTUCKY","MARTIN","654.58","3876.31","2029.49","0","45.26","0","0","12.16","1789.4","266.07"
"KENTUCKY","MASON","1409.58","5094.56","2169.66","0","80.13","0","0","29.21","2815.57","403.1"
"KENTUCKY","MEADE","3530.62","15631.86","10496.26","0","698.62","0","0","203.67","4233.31","835.26"
"KENTUCKY","MENIFEE","558.61","2723.5","1533.28","0","30.99","0","0","10.41","1148.81","172.04"
"KENTUCKY","MERCER","1724.1","7202.17","3277.25","0","130.11","0","0","105.55","3689.26","493.12"
"KENTUCKY","METCALFE","707.78","2271.13","1518.4","0","18.34","0","0","3.1","731.28","152.04"
"KENTUCKY","MONROE","653.95","2817.57","1724.85","0","72.34","0","0","1.23","1019.14","154.04"
"KENTUCKY","MONTGOMERY","2158.65","8649.74","4011.33","0","139.14","0","0","102.1","4397.16","573.15"
"KENTUCKY","MORGAN","1081.25","4156.21","2281.2","0","64.26","0","0","37.08","1773.67","270.07"
"KENTUCKY","MUHLENBERG","2266.86","7544.2","4883.85","0","143.93","0","0","92.41","2424.01","496.13"
"KENTUCKY","NELSON","3535.07","10156.65","5415.28","0","213.09","0","0","78.02","4450.26","823.26"
"KENTUCKY","NICHOLAS","641.96","2735.58","1119.63","0","48.99","0","0","2","1564.97","191.05"
"KENTUCKY","OHIO","2201.78","6881.63","4171.16","0","103.11","0","0","30.78","2576.59","467.13"
"KENTUCKY","OLDHAM","4921.07","11117.78","5320.63","0","321.92","0","0","129.06","5346.18","748.19"
"KENTUCKY","OWEN","926.02","3457.6","1950.29","0","41.58","0","0","10.96","1454.77","217.05"
"KENTUCKY","OWSLEY","299.49","1551.91","750.98","0","2.27","0","0","0.12","798.54","108.03"
"KENTUCKY","PENDLETON","1410.06","3314.46","1508.3","0","69.15","0","0","18.28","1718.72","282.07"
"KENTUCKY","PERRY","1719.97","12002.67","8320.89","0","195.15","0","0","50.24","3436.39","702.18"
"KENTUCKY","PIKE","4218.11","21784.45","13860.84","0","238.92","0","0","120.68","7564.01","1485.38"
"KENTUCKY","POWELL","971.77","6885.05","3431.46","0","33.59","0","0","55.88","3364.13","372.09"
"KENTUCKY","PULASKI","5316.12","28617.71","15008.19","0","418.4","0","7.75","199.32","12984.06","2245.57"
"KENTUCKY","ROBERTSON","179.3","651.6","413.39","0","10.42","0","0","0.11","227.69","53.01"
"KENTUCKY","ROCKCASTLE","1005.28","7183.66","3785.07","0","88.02","0","0","18.76","3291.81","363.09"
"KENTUCKY","ROWAN","1394.15","7523.05","3291.39","0","224.65","0","0","53.05","3953.97","521.13"
"KENTUCKY","RUSSELL","1506.58","5741.74","3659.2","0","50.44","0","0","18.51","2013.6","450.11"
"KENTUCKY","SCOTT","3296.44","10107.88","4072.59","0","262.48","0","0","115.06","5657.75","708.18"
"KENTUCKY","SHELBY","2883.46","7108.1","3707.21","0","245.26","0","0","185.55","2970.07","527.17"
"KENTUCKY","SIMPSON","1645.84","3892.07","2028.59","0","102.88","0","0","25.89","1734.7","299.08"
"KENTUCKY","SPENCER","1396.26","3903","1920.99","0","131.34","0","0","26.44","1824.23","295.09"
"KENTUCKY","TAYLOR","1820.56","7077.88","3790.93","0","96.62","0","0","72.71","3117.62","498.16"
"KENTUCKY","TODD","905.11","3308.71","1926.11","0","160.47","0","0","24.37","1197.76","206.05"
"KENTUCKY","TRIGG","1471.85","6404.81","3615.05","0","177.63","0","0","82.88","2529.25","360.09"
"KENTUCKY","TRIMBLE","765.05","2843.21","1358.1","0","19.74","0","0","19.84","1445.53","194.05"
"KENTUCKY","UNION","1097.95","4152.73","2253.4","0","27.81","0","0","26.51","1845.01","325.08"
"KENTUCKY","WARREN","8165.01","22309.54","12854.57","0","873.77","0","0","420.18","8161.03","1718.54"
"KENTUCKY","WASHINGTON","656.23","2909.78","1596.46","0","50.72","0","0","56.9","1205.69","173.05"
"KENTUCKY","WAYNE","1787.09","7189.37","4145.13","0","72.17","0","0","5.59","2966.49","509.13"
"KENTUCKY","WEBSTER","1001.5","3100.57","1797.66","0","41.93","0","0","10.22","1250.76","309.08"
"KENTUCKY","WHITLEY","2778.15","13003.13","8142.43","0","179.1","0","0","73.32","4608.27","774.2"
"KENTUCKY","WOLFE","454.89","2623.4","1234.21","0","20.83","0","0","2.08","1366.27","170.04"
"KENTUCKY","WOODFORD","1970.1","7784.25","3075.3","0","167.14","0","0","85.85","4455.96","511.13"
"LOUISIANA","ACADIA","4086.3","14066.18","7176.17","0","307.45","0","0","169.86","6412.69","1360.34"
"LOUISIANA","ALLEN","1886.04","6903.16","3589.06","0","112.47","0","0","17.69","3183.94","567.14"
"LOUISIANA","ASCENSION","5988.14","15128.94","7846.39","0","505.09","0","0","302.39","6475.06","1066.27"
"LOUISIANA","ASSUMPTION","1256.5","4408.42","2506.64","0","53.44","0","0","28.42","1819.92","389.1"
"LOUISIANA","AVOYELLES","2974.97","16567.32","8005","0","211.6","0","0","91.71","8259.01","1180.3"
"LOUISIANA","BEAUREGARD","3204.04","13071.69","7723.64","0","439.08","0","0","203.49","4705.47","820.21"
"LOUISIANA","BIENVILLE","1190.08","6031.14","3069.25","0","49.51","0","0","64.11","2848.27","395.1"
"LOUISIANA","BOSSIER","12446.18","55931.16","33120.33","0","2089.63","0","0","703.06","20018.14","3224.82"
"LOUISIANA","CADDO","21585.75","106276.21","48543.32","243.37","3014.19","0","3639.64","1218.76","49616.92","6658.69"
"LOUISIANA","CALCASIEU","15990.78","42240.32","22647.8","0","1533.3","0","0","859.52","17199.71","3159.8"
"LOUISIANA","CALDWELL","755.17","3708.33","2078.03","0","34.18","0","0","24.41","1571.71","266.07"
"LOUISIANA","CAMERON","541.11","1199.96","722.21","0","44","0","0","16.19","417.56","92.02"
"LOUISIANA","CATAHOULA","664.94","4451.72","2167.28","0","49.77","0","0","29.98","2204.69","334.08"
"LOUISIANA","CLAIBORNE","1449.38","5677.22","3185.38","0","56.02","0","0","39.82","2395.99","347.09"
"LOUISIANA","CONCORDIA","1421.85","7085.7","3638.6","0","65.81","0","0","21.99","3359.29","537.14"
"LOUISIANA","DE SOTO","1888.73","8862.64","4414.03","0","188.21","0","0","87.69","4172.71","572.14"
"LOUISIANA","EAST BATON ROUGE","30524.93","85867.79","46077.5","0","4281.16","0","404.2","1616.71","33488.22","5455.38"
"LOUISIANA","EAST CARROLL","558.63","2089.48","1007.81","0","18.69","0","0","12.01","1050.96","135.03"
"LOUISIANA","EAST FELICIANA","1890.58","6509.18","3953.23","0","104.1","0","0","91.89","2359.96","377.1"
"LOUISIANA","EVANGELINE","2173","8545.28","4988.01","0","153.76","0","0","52.8","3350.71","640.16"
"LOUISIANA","FRANKLIN","1418.49","7015.54","4164.35","0","57.31","0","0","13.37","2780.5","602.15"
"LOUISIANA","GRANT","1937.24","13480.93","5966.65","0","180.54","0","0","105.7","7228.04","857.22"
"LOUISIANA","IBERIA","5158.82","13393.48","8068.69","0","390.47","0","0","201.48","4732.84","1191.3"
"LOUISIANA","IBERVILLE","2013.82","6677.6","3883.8","0","202.44","0","0","200.76","2390.61","466.12"
"LOUISIANA","JACKSON","1337.3","6905.98","3951.72","0","104.24","0","0","68.76","2781.27","405.1"
"LOUISIANA","JEFFERSON","30005.29","107852.41","54344.54","0","2871.05","0","0","1718.76","48918.05","5200.32"
"LOUISIANA","JEFFERSON DAVIS","2156.26","9921.1","6006.98","0","130.54","0","0","158.07","3625.51","803.2"
"LOUISIANA","LAFAYETTE","13397.56","40940.82","21856.66","0","2159.71","0","0","946.17","15978.28","3611.91"
"LOUISIANA","LAFOURCHE","5791.5","15359.39","8851.52","0","339.37","0","0","201.09","5967.41","1523.39"
"LOUISIANA","LA SALLE","1022.16","4960.61","2717.24","0","21.34","0","0","6.88","2215.15","395.1"
"LOUISIANA","LINCOLN","2454.06","11840.48","6927.54","0","616.84","0","0","178.27","4117.84","698.18"
