"State","County","Veteran_Population","Total_Expenditure","Compensation_Pensions","Construction","Edu_Voc_Rehab_Emp","Loan_Guaranty","General_Operating_Expenses","Insurance_Indemnities","Medical_Care","Unique_Patients"
"ALABAMA","AUTAUGA","5862.75","22945.51","14716.61","0","935.54","0","0","273.41","7019.95","1250.32"
"ALABAMA","BALDWIN","20397.25","47829.38","32059.72","0","1186.99","0","0","1159.3","13423.36","3340.85"
"ALABAMA","BARBOUR","2784.63","10818.45","6519.36","0","241.18","0","0","93.28","3964.63","581.15"
"ALABAMA","BIBB","1453.16","6832.88","3701.65","0","105.19","0","0","17.67","3008.36","498.13"
"ALABAMA","BLOUNT","4392.76","15376.58","8979.27","0","236.11","0","0","117.66","6043.53","920.23"
"ALABAMA","BULLOCK","1022.92","5571.92","2296.02","0","41.92","0","0","20.91","3213.07","260.07"
"ALABAMA","BUTLER","2054.79","7205.19","4361.7","0","170.33","0","0","50.48","2622.68","421.11"
"ALABAMA","CALHOUN","12818.27","54663.17","37338.33","0","1524.88","0","0","418.03","15381.92","3071.78"
"ALABAMA","CHAMBERS","3301.47","14013.04","7935.52","0","266.28","0","0","96.79","5714.45","844.21"
"ALABAMA","CHEROKEE","2233.75","7581.7","4942.32","0","131.02","0","0","82.69","2425.66","435.11"
"ALABAMA","CHILTON","3339.46","13327.07","8728.4","0","275.58","0","0","160.43","4162.66","695.18"
"ALABAMA","CHOCTAW","1025.86","5239.32","3357.95","0","62.31","0","0","9.88","1809.18","329.08"
"ALABAMA","CLARKE","1968.36","7594.99","4802.79","0","156.68","0","0","64.62","2570.9","480.12"
"ALABAMA","CLAY","1230.19","4935.21","3359.89","0","74.5","0","0","25.02","1475.8","260.07"
"ALABAMA","CLEBURNE","1178.03","3613.85","2213.74","0","72.82","0","0","13.16","1314.13","219.06"
"ALABAMA","COFFEE","6194.83","28311.9","21139.45","0","1474.82","0","0","431.27","5266.36","1428.36"
"ALABAMA","COLBERT","4746.86","18644.09","13040.54","0","334.68","0","0","331.29","4937.58","1158.29"
"ALABAMA","CONECUH","1298.09","5295.59","3904.47","0","101.19","0","0","15.43","1274.5","252.06"
"ALABAMA","COOSA","1092.54","3560.72","1888.82","0","38.83","0","0","25.8","1607.27","240.06"
"ALABAMA","COVINGTON","3591.66","15959.9","10324.08","0","247.42","0","0","128.16","5260.24","850.22"
"ALABAMA","CRENSHAW","1141.85","5318.98","3222.5","0","41.92","0","0","18.91","2035.65","289.07"
"ALABAMA","CULLMAN","7717.87","24432.09","15983","0","672.08","0","0","349.11","7427.91","1355.34"
"ALABAMA","DALE","6943.54","33490.81","25356","0","1473.97","0","0","364.17","6296.67","1756.44"
"ALABAMA","DALLAS","3102.16","15520.88","8753.31","0","383.4","0","0","158.83","6225.35","824.21"
"ALABAMA","DE KALB","4659.7","15702.75","10347.94","0","381.28","0","0","280.06","4693.47","932.24"
"ALABAMA","ELMORE","8554.4","37261.03","24021.09","0","1139.89","0","0","300.33","11799.73","1974.5"
"ALABAMA","ESCAMBIA","3252.84","13267.65","9307.26","0","228.89","0","0","160.67","3570.83","761.19"
"ALABAMA","ETOWAH","9570.63","38609.58","24899.36","0","664.67","0","0","350.76","12694.78","2413.61"
"ALABAMA","FAYETTE","1433.49","10513.22","4929.03","0","101.85","0","0","36.29","5446.05","570.14"
"ALABAMA","FRANKLIN","1893.3","6622.11","4578.61","0","84.78","0","0","76.29","1882.43","393.1"
"ALABAMA","GENEVA","2611.65","13367.71","10022.69","0","262.25","0","0","131.61","2951.16","874.22"
"ALABAMA","GREENE","598.34","4336.72","2207.19","0","106.65","0","0","20.56","2002.32","239.06"
"ALABAMA","HALE","1034.43","6762.08","3866.4","0","100.85","0","0","37.99","2756.84","465.12"
"ALABAMA","HENRY","1840.36","6128.85","4265.4","0","129.61","0","0","23.19","1710.65","465.12"
"ALABAMA","HOUSTON","9116.13","38223.09","26100.77","0","1289.99","0","0","598.1","10234.23","2795.71"
"ALABAMA","JACKSON","4135.05","11450.22","6816.05","0","181.63","0","0","119.79","4332.74","753.19"
"ALABAMA","JEFFERSON","51595.18","239985.53","106662.5","5837.49","4825.9","0","2875.94","3505.51","116278.19","15837.01"
"ALABAMA","LAMAR","1374.1","5562.92","3297.93","0","58.79","0","0","100.7","2105.49","454.11"
"ALABAMA","LAUDERDALE","7459.49","24432.12","16399.24","0","678.35","0","0","542.6","6811.93","1596.4"
"ALABAMA","LAWRENCE","2235.62","7817.79","5028.88","0","168.51","0","0","59.93","2560.46","432.11"
"ALABAMA","LEE","10317.81","46573.26","28680.57","0","2325.44","0","0","715.11","14852.14","2199.56"
"ALABAMA","LIMESTONE","6491.26","19574.98","13279.95","0","917.41","0","0","295.01","5082.61","1101.28"
"ALABAMA","LOWNDES","721.56","4058.28","2002.34","0","47.85","0","0","106.9","1901.2","232.06"
"ALABAMA","MACON","1694.43","23789.01","8178.52","0","305.6","0","717.7","100.69","14486.5","1392.35"
"ALABAMA","MADISON","32283.98","96030.19","67776.7","0","5537.74","0","0","2110.69","20605.06","5469.38"
"ALABAMA","MARENGO","1616.22","10828.2","6236.41","0","183.09","0","0","54.04","4354.66","598.15"
"ALABAMA","MARION","2434.47","9235.04","5198.47","0","93.69","0","0","88.32","3854.56","639.16"
"ALABAMA","MARSHALL","6704.85","24029.01","15544.08","0","462.57","0","0","486.48","7535.9","1325.34"
"ALABAMA","MOBILE","36001.15","121304.01","73854.01","0","4252.42","0","11.03","1870.05","41316.49","8034.03"
"ALABAMA","MONROE","1937.45","5889.18","3976.95","0","103.95","0","0","49.94","1758.34","373.09"
"ALABAMA","MONTGOMERY","21269.8","153731.17","67633.59","1.13","14680.47","0","23082.43","1754.93","46578.61","6606.67"
"ALABAMA","MORGAN","10155.64","28426.13","19185.03","0","740.51","0","0","465.2","8035.39","1623.41"
"ALABAMA","PERRY","666.08","4576.99","3011.93","0","91.7","0","0","10.83","1462.53","202.05"
"ALABAMA","PICKENS","1766.81","10785.02","6139.77","0","189.8","0","0","41.76","4413.68","723.18"
"ALABAMA","PIKE","2320.32","9882.79","5755.86","0","456.81","0","0","130.24","3539.88","623.16"
"ALABAMA","RANDOLPH","1842.63","7826.02","5176.07","0","98.94","0","0","56.98","2494.03","482.12"
"ALABAMA","RUSSELL","4867.62","36041.13","21050.81","2762.09","1475.52","0","589.51","131.33","10031.86","1508.38"
"ALABAMA","SAINT CLAIR","7195.96","20692.49","11594.11","0","469.14","0","0","209.68","8419.56","1317.33"
"ALABAMA","SHELBY","14766.65","35877.29","21985.81","0","1191.44","0","0","668.94","12031.1","2167.55"
"ALABAMA","SUMTER","820.22","4464.15","2807.61","0","135.97","0","0","8.44","1512.13","275.07"
"ALABAMA","TALLADEGA","6843.76","23108.5","13966.32","0","626.27","0","0","242.61","8273.3","1351.34"
"ALABAMA","TALLAPOOSA","4116.23","19811.03","11339.82","0","245.43","0","0","135.13","8090.66","1143.29"
"ALABAMA","TUSCALOOSA","13823.56","93401.81","34016.11","352.71","2215.51","0","1506.4","702.45","54608.62","5712.45"
"ALABAMA","WALKER","6750.17","30683.77","20046.22","0","523.68","0","0","165.94","9947.92","1727.44"
"ALABAMA","WASHINGTON","1202.24","4559.09","3165.07","0","82.71","0","0","44.9","1266.42","281.07"
"ALABAMA","WILCOX","625.75","2832.92","1967.99","0","42.02","0","0","70.7","752.21","163.04"
"ALABAMA","WINSTON","2084.52","8545.39","5219.6","0","119.71","0","0","85.84","3120.24","499.13"
"ALASKA","ALEUTIANS East","176.81","45.22","25.32","0","2.59","0","0","4.98","12.33","5.01"
"ALASKA","ALEUTIANS West","391.76","281.04","136.19","0","18.02","0","0","0.19","126.63","15.03"
"ALASKA","ANCHORAGE","31228.09","150825.92","65760.27","14536.46","6404.48","0","4868.94","1168.34","58087.43","7594.08"
"ALASKA","BETHEL","1192.62","516.74","306.29","0","9.8","0","0","5.19","195.47","56.11"
"ALASKA","BRISTOL BAY","169.13","329.68","173.19","0","10.75","0","0","21.53","124.21","19.04"
"ALASKA","DENALI","299.45","557.13","359.95","0","30.94","0","0","12.39","153.86","29.06"
"ALASKA","DILLINGHAM","339.8","273.31","183.25","0","6.6","0","0","0.1","83.36","20.04"
"ALASKA","FAIRBANKS NORTH STAR","11511.9","39089.26","22428.25","0","1976.66","0","0","364.24","14320.11","1899.77"
"ALASKA","HAINES","340.96","540.57","431.81","0","5.49","0","0","1.81","101.45","19.04"
"ALASKA","JUNEAU","2547.23","5464.18","3096.48","0","245.29","0","0","119.18","2003.23","264.53"
"ALASKA","KENAI PENINSULA","6194.22","23383.77","10515.14","0","277.54","0","0","156.05","12435.03","1369.72"
"ALASKA","KETCHIKAN GATEWAY","1662.59","2199.99","1354.3","0","44.76","0","0","6.43","794.49","92.18"
"ALASKA","KODIAK ISLAND","1302.46","2302.37","1509.69","0","59.25","0","0","34.07","699.36","114.23"
"ALASKA","LAKE AND PENINSULA","161.69","195.52","156.44","0","1.7","0","0","0.03","37.36","8.02"
"ALASKA","MATANUSKA SUSITNA","10007.32","38704.83","20417.89","0","1184.18","0","0","277.25","16825.51","2232.43"
"ALASKA","NOME","823.91","558.89","277.85","0","5.66","0","0","1.35","274.03","38.08"
"ALASKA","NORTH SLOPE","437.27","282.74","172.64","0","5.26","0","0","5","99.85","20.04"
"ALASKA","NORTHWEST ARCTIC","639.86","165.06","132.72","0","4.53","0","0","0.35","27.46","5.01"
"ALASKA","PRINCE WALES KETCHIKAN","729.73","1072.62","628.31","0","16.64","0","0","14.26","413.4","55.11"
"ALASKA","SITKA","988.07","2063.71","804.39","833.44","47.81","0","0","24.32","353.74","69.14"
"ALASKA","SKAGWAY HOONAH ANGOON","349.99","474.55","373.93","0","0","0","0","28.45","72.17","20.04"
"ALASKA","SOUTHEAST FAIRBANKS","995.75","3267.44","2041.49","0","60.03","0","0","3.83","1162.1","148.29"
"ALASKA","VALDEZ CORDOVA","1258.69","3063.33","1423.85","0","43.74","0","0","43.04","1552.7","203.4"
"ALASKA","WADE HAMPTON","321.89","241.76","202.83","0","0","0","0","0","38.93","12.02"
"ALASKA","WRANGELL PETERSBURG","863.98","972.11","691.85","0","45.23","0","0","1.64","233.38","48.1"
"ALASKA","YAKUTAT","96.92","112.71","46.3","0","5.85","0","0","0","60.56","6.01"
"ALASKA","YUKON KOYUKUK","564.66","1004.23","540.4","0","5.09","0","0","18.81","439.94","68.14"
"ARIZONA","APACHE","4709.39","15520.72","9954.43","0","442.21","0","0","94.02","5030.06","891.23"
"ARIZONA","COCHISE","19197.35","101462.11","63060.68","0","4878.87","0","0","965.19","32557.37","6388.62"
"ARIZONA","COCONINO","9676.34","22895.28","12935.3","0","1702.38","0","0","454.15","7803.45","1474.37"
"ARIZONA","GILA","6951.1","19006.7","10348.67","0","164.72","0","0","190.6","8302.71","1533.39"
"ARIZONA","GRAHAM","3111.8","9811.98","4861.86","0","154.91","0","0","139.58","4655.62","1086.28"
"ARIZONA","GREENLEE","766.95","2467.96","1160.8","0","57.25","0","0","23.37","1226.54","230.06"
"ARIZONA","LA PAZ","3905.4","10029.78","4663.59","0","57.1","0","0","64.27","5244.82","780.2"
"ARIZONA","MARICOPA","308819.39","866430.85","416392.01","991.15","54615.73","0","56588.02","19810.23","318033.71","50972.91"
"ARIZONA","MOHAVE","26980.31","82358.52","43165.64","0","1131.39","0","0","805.06","37256.43","7311.85"
"ARIZONA","NAVAJO","8193.76","26959.2","16829.58","0","474.27","0","0","177.85","9477.5","1910.48"
"ARIZONA","PIMA","101333.32","421068.47","179700.84","12776.74","14648.1","0","3574.57","7051.23","203316.98","27904.07"
"ARIZONA","PINAL","25808.32","79903.19","41070.69","0","3159.61","0","0","1010.88","34662.02","6204.57"
"ARIZONA","SANTA CRUZ","1783.69","7429.18","3995.89","0","281.28","0","0","182.43","2969.59","560.14"
"ARIZONA","YAVAPAI","26788.05","159874.42","54188.72","1217.36","1821.31","0","1940.93","2103.52","98602.58","12006.04"
"ARIZONA","YUMA","16770.67","49044.16","29614.27","0","3073.08","0","0","524.05","15832.76","3303.84"
"ARKANSAS","ARKANSAS","1427.12","7267.24","3617.72","0","77.17","0","0","123.85","3448.49","518.13"
"ARKANSAS","ASHLEY","1867.11","7297.4","4162.77","0","111.79","0","0","64.49","2958.35","532.13"
"ARKANSAS","BAXTER","6163.08","22416.22","13138.92","0","323.54","0","0","301.91","8651.85","2018.51"
"ARKANSAS","BENTON","18378.6","59772.83","27156.86","0","1396.25","0","0","949.99","30269.73","5423.37"
"ARKANSAS","BOONE","3969.06","16405.57","8975.84","0","377.17","0","0","193.6","6858.96","1307.33"
"ARKANSAS","BRADLEY","1146.43","4784.66","2276.2","0","96.37","0","0","55.13","2356.95","250.06"
"ARKANSAS","CALHOUN","544.05","1670.93","740.65","0","26.46","0","0","5.16","898.66","113.03"
"ARKANSAS","CARROLL","2639.97","11488.17","5612","0","55.04","0","0","157.98","5663.15","948.24"
"ARKANSAS","CHICOT","830.09","4230.75","2529.87","0","44.03","0","0","7.53","1649.33","317.08"
"ARKANSAS","CLARK","1617.13","7626.93","3423.57","0","203.14","0","0","55.04","3945.18","503.13"
"ARKANSAS","CLAY","1605.39","9609.95","4922.67","0","94.76","0","0","25.54","4566.97","643.16"
"ARKANSAS","CLEBURNE","3906.24","18683.73","9312.14","0","181.51","0","0","141.39","9048.69","1082.27"
"ARKANSAS","CLEVELAND","802.45","4461.21","2194.87","0","54.16","0","0","15.61","2196.56","264.07"
"ARKANSAS","COLUMBIA","1815.81","8180.29","4156.22","0","187.92","0","0","60.32","3775.83","479.12"
"ARKANSAS","CONWAY","1847.48","10723.62","4756.84","0","98.66","0","0","152.1","5716.01","653.17"
"ARKANSAS","CRAIGHEAD","7205.05","23355.48","13289.93","0","868.38","0","0","332.72","8864.46","1921.49"
"ARKANSAS","CRAWFORD","5867.25","27131.58","14472.34","0","474.48","0","0","154.9","12029.86","2199.56"
"ARKANSAS","CRITTENDEN","3781.92","14108.59","6148.29","0","219.05","0","0","96.94","7644.31","1038.26"
"ARKANSAS","CROSS","1141.23","5744.29","3436.85","0","176.41","0","0","37.43","2093.59","378.1"
"ARKANSAS","DALLAS","659.36","3670.14","1606.84","0","17.78","0","0","62.72","1982.8","229.06"
"ARKANSAS","DESHA","984.08","5578.09","2206.12","0","85","0","0","66.16","3220.82","329.08"
"ARKANSAS","DREW","1831.57","6266.94","3229.08","0","262.26","0","0","38.63","2736.98","449.11"
"ARKANSAS","FAULKNER","8266.67","44880","21925.12","0","1393.11","0","0","453.04","21108.73","2545.64"
"ARKANSAS","FRANKLIN","1792.46","8782.95","5016.26","0","151.05","0","0","160.07","3455.57","645.16"
"ARKANSAS","FULTON","1326.35","6496.81","4284.92","0","107.76","0","0","29.48","2074.65","483.12"
"ARKANSAS","GARLAND","10509.12","49367.5","25076.1","0","592.23","0","0","601.59","23097.58","3829.97"
"ARKANSAS","GRANT","1703.59","8849.3","3973.27","0","121.67","0","0","83.98","4670.38","459.12"
"ARKANSAS","GREENE","3467.77","16294","9007.29","0","274.15","0","0","84.55","6928","1158.29"
"ARKANSAS","HEMPSTEAD","1608.95","6571.86","3473.38","0","92.17","0","0","64.61","2941.7","476.12"
"ARKANSAS","HOT SPRING","3476.1","14096.62","6753.69","0","145.38","0","0","138.33","7059.23","979.25"
"ARKANSAS","HOWARD","1088.83","4439.24","2389.24","0","60.1","0","0","42.51","1947.38","319.08"
"ARKANSAS","INDEPENDENCE","3458.29","13781.84","7948.74","0","213.7","0","0","75.25","5544.14","845.21"
"ARKANSAS","IZARD","1687.41","7018.23","4185.02","0","119.32","0","0","23.36","2690.54","516.13"
"ARKANSAS","JACKSON","1132.57","7251.22","3606.66","0","115.65","0","0","15.6","3513.31","449.11"
"ARKANSAS","JEFFERSON","7535.64","42111.45","20679.36","0","1031.47","0","0","318.99","20081.63","2334.59"
"ARKANSAS","JOHNSON","1896.09","10063.29","5833.74","0","122.71","0","0","64.32","4042.53","684.17"
"ARKANSAS","LAFAYETTE","719.07","2400.52","1155.56","0","24.37","0","0","16.65","1203.94","212.05"
"ARKANSAS","LAWRENCE","1510.97","6516.73","3282.87","0","132.12","0","0","65.93","3035.8","512.13"
"ARKANSAS","LEE","848.96","3601","1383.31","0","18.69","0","0","17.74","2181.27","181.05"
"ARKANSAS","LINCOLN","1309.4","4812.97","2305.67","0","58.44","0","0","11.24","2437.62","264.07"
"ARKANSAS","LITTLE RIVER","1034.73","4931.05","2750.86","0","17.38","0","0","21.59","2141.22","376.1"
"ARKANSAS","LOGAN","2227.5","12012.39","6188.01","0","135.48","0","0","68.28","5620.62","897.23"
"ARKANSAS","LONOKE","6681.71","41361.13","22157.85","0","1198.53","0","0","134.06","17870.7","2291.58"
"ARKANSAS","MADISON","1250.72","6579.33","2814.71","0","47.9","0","0","17.8","3698.93","495.13"
"ARKANSAS","MARION","2517.72","9703.93","5802.37","0","124.03","0","0","79.78","3697.75","797.2"
"ARKANSAS","MILLER","4071.76","12974.45","7319.51","0","150.42","0","0","102.04","5402.48","1001.25"
"ARKANSAS","MISSISSIPPI","3478.09","16798.45","9853.69","0","410.94","0","0","204.49","6329.32","962.24"
"ARKANSAS","MONROE","707.58","4576.59","1854.98","0","32.38","0","0","106.28","2582.94","257.07"
"ARKANSAS","MONTGOMERY","1146.2","6177.72","3545.66","0","125.06","0","0","31.43","2475.57","464.12"
"ARKANSAS","NEVADA","874.23","3984.99","2147.61","0","36.76","0","0","63.39","1737.23","236.06"
"ARKANSAS","NEWTON","826.73","4017.47","2278.91","0","28.29","0","0","3.56","1706.71","316.08"
"ARKANSAS","OUACHITA","2726.37","11441.74","5959.71","0","224.75","0","0","97.4","5159.88","831.21"
"ARKANSAS","PERRY","1144.58","6126.09","2715.2","0","79.05","0","0","34.38","3297.46","346.09"
"ARKANSAS","PHILLIPS","1401.01","7398.87","3953.05","0","111.57","0","0","53.82","3280.43","437.11"
"ARKANSAS","PIKE","992.54","3874.74","1836.71","0","28.46","0","0","7.48","2002.09","307.08"
"ARKANSAS","POINSETT","2240.92","7389.77","4178","0","143.29","0","0","41.26","3027.22","632.16"
"ARKANSAS","POLK","2353.34","16282.01","8987.78","0","93.97","0","0","37.09","7163.17","1152.29"
"ARKANSAS","POPE","5235.33","20657.91","11099.74","0","695.42","0","0","223.54","8639.2","1362.34"
"ARKANSAS","PRAIRIE","939.82","4068.55","1963.14","0","33.71","0","0","85.06","1986.65","274.07"
"ARKANSAS","PULASKI","35103.3","293056.91","111459.32","822.16","11437.46","0","32548.88","2292.02","134497.06","14435.66"
"ARKANSAS","RANDOLPH","1740.37","10272.01","5438.75","0","156.92","0","0","48.75","4627.6","654.17"
"ARKANSAS","SAINT FRANCIS","2015.46","7832.71","3742.01","0","161.83","0","0","11.58","3917.29","513.13"
"ARKANSAS","SALINE","10428.2","40574.52","18635.18","0","921.79","0","0","344.77","20672.78","2895.73"
"ARKANSAS","SCOTT","1041.41","4950.96","2577.22","0","38.19","0","0","10.42","2325.12","408.1"
"ARKANSAS","SEARCY","923.25","6008.47","3222.07","0","34.57","0","0","10.63","2741.2","375.09"
"ARKANSAS","SEBASTIAN","10013.27","48175.17","26911.32","2.5","1264.3","0","611.57","622.97","18762.5","3905.99"
"ARKANSAS","SEVIER","1275.32","5535.88","2978.65","0","51.09","0","0","11.28","2494.86","344.09"
"ARKANSAS","SHARP","2161.02","11143.55","6507.22","0","130.86","0","0","76.02","4429.46","833.21"
"ARKANSAS","STONE","1486.29","8833.62","5585.78","0","110","0","0","36.11","3101.73","471.12"
"ARKANSAS","UNION","3629.91","14439.25","7306.62","0","273.44","0","0","304.93","6554.26","1115.28"
"ARKANSAS","VAN BUREN","2395.12","12264.12","6664.86","0","114.85","0","0","212.9","5271.51","719.18"
"ARKANSAS","WASHINGTON","13889.95","73952.72","25654.31","5387.04","1962.94","0","4104.45","685.78","36158.2","6171.56"
"ARKANSAS","WHITE","6645.99","34060.48","18899.35","0","629.46","0","0","223.93","14307.75","1962.5"
"ARKANSAS","WOODRUFF","646.54","3547.91","1727.64","0","23.77","0","0","26.32","1770.18","164.04"
"ARKANSAS","YELL","1458.89","7591.2","3974.19","0","64.45","0","0","154.22","3398.33","521.13"
"CALIFORNIA","ALAMEDA","71923.68","275719.25","97490.69","304.74","14880.99","0","27981.24","6526.26","128535.33","11602.94"
"CALIFORNIA","ALPINE","118.26","123.24","73.5","0","0.44","0","0","11.04","38.26","12"
"CALIFORNIA","AMADOR","4650.92","10789.18","5671.83","0","168.14","0","0","286.94","4662.27","675.17"
"CALIFORNIA","BUTTE","19569.02","66711.05","38196.73","0","3417.37","0","0","1207.66","23889.29","4909.24"
"CALIFORNIA","CALAVERAS","5937.87","16608.83","7396.74","0","261.58","0","0","421.84","8528.66","1431.36"
"CALIFORNIA","COLUSA","1460.44","2921.17","1686.09","0","67.96","0","0","108.18","1058.93","209.05"
"CALIFORNIA","CONTRA COSTA","65514.54","199598.55","82493.69","6179.6","4394.36","0","8143.61","6522.66","91864.62","13039.94"
"CALIFORNIA","DEL NORTE","3123.5","13157.93","8959.79","0","237.98","0","0","60.71","3899.45","852.22"
"CALIFORNIA","EL DORADO","16095.52","44640.3","23944.26","0","1082.29","0","0","1406.87","18206.88","2761.7"
"CALIFORNIA","FRESNO","49175.38","192415.59","79011.07","2572.98","6886.08","0","2111.37","2646.27","99187.8","12390.14"
"CALIFORNIA","GLENN","1829.79","4734.74","2774.87","0","166.24","0","0","136.63","1657.01","459.12"
"CALIFORNIA","HUMBOLDT","11955.95","50150.33","25355.82","0","1899.15","0","0","609.34","22286.02","4529.15"
"CALIFORNIA","IMPERIAL","7202.08","22962.96","11396.81","0","2396.26","0","0","231.11","8938.78","1459.37"
"CALIFORNIA","INYO","1671.24","3878.76","2011.91","0","40.93","0","0","221.07","1604.85","304.08"
"CALIFORNIA","KERN","48231.31","126960.44","71414.75","0","6255.18","0","0","2389.64","46900.87","7456.89"
"CALIFORNIA","KINGS","10670.13","32749.32","18976.65","0","2951.56","0","0","501.1","10320.01","1747.44"
"CALIFORNIA","LAKE","7816.3","32658.35","16103.85","0","444.25","0","0","269.14","15841.11","1926.49"
"CALIFORNIA","LASSEN","3842.03","9469.85","5349.97","0","212.9","0","0","75.23","3831.75","620.16"
"CALIFORNIA","LOS ANGELES","374518.38","1312840.83","434621.88","3963.05","56744.09","0","41508.71","30166.42","745836.68","73004.67"
"CALIFORNIA","MADERA","9458.05","30310.15","13674.55","0","829.07","0","0","441.81","15364.72","1919.49"
"CALIFORNIA","MARIN","16972.27","41058.81","17406.91","0","567.63","0","0","2546.79","20537.47","1995.51"
"CALIFORNIA","MARIPOSA","2435.92","7117.11","3956.79","0","65.25","0","0","102.76","2992.29","488.12"
"CALIFORNIA","MENDOCINO","7916.87","39602.09","20091.22","0","436.81","0","0","399.12","18674.93","2204.56"
"CALIFORNIA","MERCED","13537.26","49606.75","24195.77","2319.23","1890.88","0","1373.11","636.79","19190.97","2625.66"
"CALIFORNIA","MODOC","905.93","4484.13","2481.88","0","81.06","0","0","72.45","1848.74","290.07"
"CALIFORNIA","MONO","853.03","1626.34","817.83","0","28.19","0","0","115.86","664.45","137.03"
"CALIFORNIA","MONTEREY","23992.72","103033.76","60297.01","0","2633.82","0","0","2124.8","37978.13","5846.48"
"CALIFORNIA","NAPA","9706.85","30354.68","18797","0","569.02","0","0","779.41","10209.24","1748.44"
"CALIFORNIA","NEVADA","11459.88","30144.16","17218.28","0","562.08","0","0","1113.25","11250.55","2131.54"
"CALIFORNIA","ORANGE","148915.06","312476.81","147317.49","0","17364.82","0","0","14729.7","133064.8","18540.51"
"CALIFORNIA","PLACER","32689.57","71410.87","40360.93","0","2838.93","0","0","2407.88","25803.14","4645.18"
"CALIFORNIA","PLUMAS","2506.72","9513.98","4538.6","0","91.11","0","0","130.76","4753.51","726.18"
"CALIFORNIA","RIVERSIDE","135218.57","445442.33","224666.92","0","18734.67","0","4996.84","8090.62","188953.29","28760.28"
"CALIFORNIA","SACRAMENTO","103228.84","336773.32","178099.11","0","13829.59","0","0","6479.5","138365.12","19953.05"
"CALIFORNIA","SAN BENITO","3100.06","10040.64","4470.71","0","287.13","0","0","213.31","5069.48","637.16"
"CALIFORNIA","SAN BERNARDINO","121684.27","422885.23","184539.49","4138.59","17576.88","0","4423.24","4565.37","207641.66","26462.7"
"CALIFORNIA","SAN DIEGO","244103.69","1021922.19","504716.93","13897.97","76597.31","0","36070.69","17927.08","372712.21","51217.97"
"CALIFORNIA","SAN FRANCISCO","30719.23","224213.01","48550.87","21386.78","2842.84","0","9714.45","3321.68","138396.39","10615.69"
"CALIFORNIA","SAN JOAQUIN","39249.82","123163.38","58941.88","0","4378.16","0","0","1830.98","58012.37","7160.81"
"CALIFORNIA","SAN LUIS OBISPO","23410.28","47801.84","28709.74","0","2427.01","0","0","2315.39","14349.71","3973.01"
"CALIFORNIA","SAN MATEO","34703.53","149066.83","38425.85","63.08","2297.34","0","2563.81","3584.26","102132.5","7215.83"
"CALIFORNIA","SANTA BARBARA","28285.15","67498.37","37613.56","0","3463.23","0","0","3537.79","22883.78","4368.11"
"CALIFORNIA","SANTA CLARA","75195.55","328739.09","87828.6","15613.27","6386.7","0","32038.33","6657.01","180215.19","15653.96"
"CALIFORNIA","SANTA CRUZ","14811.14","51656.81","22562.91","0","1394.43","0","0","1413.93","26285.54","3104.79"
"CALIFORNIA","SHASTA","18578.45","86417.61","49659.81","0","2258.78","0","0","876.06","33622.95","6382.62"
"CALIFORNIA","SIERRA","385.74","1545.89","779.48","0","19.28","0","0","15.77","731.35","118.03"
"CALIFORNIA","SISKIYOU","4860.93","15088.43","9279.91","0","353.7","0","0","406.39","5048.43","1314.33"
"CALIFORNIA","SOLANO","40326.56","154456.13","101302.04","0","6454.54","0","0","2395.55","44304.01","7103.16"
"CALIFORNIA","SONOMA","34825.81","97710.3","47785.36","0","2618.92","0","0","3089.02","44217","5258.33"
"CALIFORNIA","STANISLAUS","28185.89","99550.72","47222.32","0","3420.8","0","0","1358.28","47549.31","5818.47"
"CALIFORNIA","SUTTER","7255.9","24478.09","16565.72","0","1205.06","0","0","567.11","6140.2","1173.3"
"CALIFORNIA","TEHAMA","6593.5","25391.84","13941.06","0","485.52","0","0","326.62","10638.66","1891.48"
"CALIFORNIA","TRINITY","1662.57","6913.69","3947.59","0","78.88","0","0","103.31","2783.91","568.14"
"CALIFORNIA","TULARE","19404.41","70545.04","39319.04","0","2797.85","0","0","846.83","27581.31","4859.23"
"CALIFORNIA","TUOLUMNE","7452.71","23287.61","11830.18","0","252.44","0","0","247.11","10957.88","1974.5"
"CALIFORNIA","VENTURA","53681.49","112418.37","59899.67","0","6225.61","0","0","5289.82","41003.27","6903.75"
"CALIFORNIA","YOLO","9066.49","31960.77","18165.91","0","1857.07","0","0","592.15","11345.65","1887.48"
"CALIFORNIA","YUBA","5620.27","23914.32","15725.03","0","1294.92","0","0","266.62","6627.76","1186.3"
"COLORADO","ADAMS","30160.39","83859.16","41419.42","0","4087.63","0","0","1337.74","37014.38","4285.09"
"COLORADO","ALAMOSA","1158.64","4770.74","2706.87","0","238.49","0","0","93.67","1731.71","393.1"
"COLORADO","ARAPAHOE","47491.83","120730.27","67036.86","0","6696.06","0","0","3496.97","43500.38","6359.61"
"COLORADO","ARCHULETA","1402.22","3617.56","2108.17","0","86.1","0","0","25.03","1398.25","399.1"
"COLORADO","BACA","381.38","1028.19","424.81","0","13.9","0","0","13.66","575.82","111.03"
"COLORADO","BENT","510.17","4681.78","2529.92","0","57.65","0","0","17.93","2076.28","281.07"
"COLORADO","BOULDER","18965.56","29986.03","17696.6","0","2341.09","0","0","1915.74","8032.6","1464.37"
"COLORADO","BROOMFIELD","2858.18","7500.94","3848.14","0","560.54","0","0","256.79","2835.48","392.1"
